,len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,URL,Label
980,20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,93,3,277,80112,http://www.explorebeef.org/,0
981,66,4,0,0,14,2,17,2,2,0,13,8,7,5.5,0,35,3,0,0,0,0,0,5,55,166,-1,http://cultivatehair.com/sitemap/sodj/aa70426b1cc574952b3ea22f7cc38982...,1
982,66,7,0,0,26,2,23,4,2,0,12,5,13,11.5,0,17,4,0,0,0,0,0,-1,-1,-1,-1,http://www.basebusiness.com.br/administrator/components/mywellsfargo.c...,1
984,56,5,0,0,34,5,19,3,5,0,11,5.666666667,10,5.6,0,3,3,0,0,0,0,0,61,11,41,431,http://www.brokeragelv.com/wp-content/uploads/2012/03/Zone1/...,1
985,27,5,0,0,1,0,26,6,0,0,6,3.5,0,0,0,0,0,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.imxsl.usa.cc/,1
986,43,5,1,0,26,4,14,2,4,0,10,6.5,8,5.25,0,3,3,0,0,0,0,0,19,5,209,-1,http://fileforyou.net/kay/www.usaa/usaa/update/...,1
987,66,5,0,0,34,1,25,3,1,0,14,7.666666667,32,32,0,7,3,0,0,0,0,0,2,10,73,-1,http://recont.sovancobellara.com/2fbf9bb1a599c1ef10077e07e7ad5492/438f...,1
988,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,224,4,19,-1,http://www.linenhall.com/,0
989,19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,203,4,270,-1,http://www.techtarget.com/,0
990,17,1,0,0,1,0,16,2,0,0,12,7.5,0,0,0,0,0,0,0,0,0,0,164,16,246,-1,http://awriteresume.com/,0
992,60,6,0,0,7,1,38,3,1,0,20,12,5,5,0,15,4,0,0,0,0,0,137,19,193,-1,https://bbrasilclientescadas.websiteseguro.com/segbb/loading.html...,1
994,66,7,0,1,20,3,14,2,3,0,10,6.5,8,5.333333333,0,15,2,0,17,1,9,0,41,7,151,64202,http://vega-books.com/language/fr-FR/.as/Alibaba.com.php?userid=abuse@...,1
995,31,2,0,0,13,1,18,3,1,0,9,5.333333333,11,11,0,0,0,0,0,0,0,0,266,10,73,30309,http://home.earthlink.net/~jenniewebb/,0
996,16,2,0,0,1,0,15,3,0,0,8,4.333333333,0,0,0,0,0,0,0,0,0,0,-1,4,-1,110003,http://sezindia.nic.in/,0
997,52,4,0,0,10,1,16,4,1,0,5,3.25,8,8,0,26,1,1,0,0,0,0,-1,-1,-1,-1,http://staff.spd.dcu.ie/johnbcos/transcendental_numbers.htm,0
998,34,2,0,0,5,1,20,2,1,0,16,9.5,3,3,0,9,1,0,0,0,0,0,59,13,323,-1,http://gallerialaurenzo.com/bin/adobe.htm,1
999,16,2,0,0,1,0,15,3,0,0,8,4.333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://bamma111.hol.es/,1
1000,25,2,0,0,11,1,14,3,1,0,6,4,9,9,0,0,0,0,0,0,0,0,12,12,10,1681745868,http://www.cncsaz.com/documents/,1
1001,28,2,0,0,1,0,19,2,0,0,15,9,0,0,0,8,1,0,0,0,0,0,71,1,302,0,http://caringlylowcarb.com/aol.html,1
1003,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,219,9,3032,21046,http://www.daedalusbooks.com/,0
1004,66,5,0,0,37,2,23,3,2,0,15,7,32,17,0,6,3,0,0,0,0,0,43,5,176,-1,http://www.styleagogotruck.com/pp/988f202e5667413e7d41e057185070c0/ind...,1
1005,46,5,0,0,18,2,25,3,2,0,13,7.666666667,10,7.5,0,3,3,0,0,0,0,0,27,21,91,-1,http://courses.agilecatalyst.com/wells/a16a31bf7b/...,1
1006,27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,236,52,389,30506,http://www.bluemountaincoffee.com/,0
1007,28,4,0,0,1,0,27,5,0,0,12,4.6,0,0,0,0,0,0,0,0,0,0,-1,4,-1,110003,http://www.dpg.bharatsarkar.nic.in/,0
1008,27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,192,12,16,-1,http://www.nativeamericanjobs.com/,0
1009,64,5,0,0,43,3,18,3,3,0,10,5.333333333,32,13,0,3,3,0,0,0,0,0,15,9,76,-1,http://www.hamzadates.com/new/sess/0841daccd5fc33e87c2c291eb38ee88e/...,1
1010,17,3,0,0,1,0,16,4,0,0,6,3.25,0,0,0,0,0,0,0,0,0,0,13,11,53,-1,http://www.moviem.co.uk/,0
1011,49,5,1,0,31,4,15,3,4,0,5,4.333333333,7,6.5,0,3,3,0,0,0,0,0,53,7,526,20815,http://libra.glowi.net/finance/NewUser/Login/sign-in/...,1
1012,35,1,0,2,12,1,23,2,1,0,18,11,10,10,0,0,0,0,0,0,0,0,4,8,63,85260,http://appstore-thank-you.info/slotomania/,1
1013,63,5,0,0,43,2,17,3,2,0,9,5,32,20,0,3,3,0,0,0,0,0,105,3,286,-1,http://www.ippnstaff.com/document/f6c79e84aa0bf79e9d79210a9f53ac5e/...,1
1014,14,2,0,0,1,0,13,3,0,0,6,3.666666667,0,0,0,0,0,0,0,0,0,0,-1,2,-1,430454,http://www.tvinfo.in/,0
1015,18,3,0,0,1,0,17,4,0,0,6,3.5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.redeye.com.au/,0
1016,21,1,0,0,5,1,10,2,1,0,7,4.5,3,3,0,6,0,0,0,0,0,0,-1,1,-1,422003,http://mekisan.in/web/online,1
1018,66,6,1,0,40,5,17,3,5,0,11,5,8,6.8,0,9,4,0,0,0,0,0,54,18,210,-1,http://askmeonline.co.uk/auth/redirect/redirect/security/update/index....,1
1019,55,4,0,0,6,1,14,2,1,0,10,6.5,4,4,0,35,3,0,0,0,0,0,111,9,91,97201,http://gowebtools.com/bobs/5c112fb66892521da01965bc83b93258...,1
1020,57,4,0,0,41,2,13,2,2,0,9,6,32,19,0,3,3,0,0,0,0,0,88,7,150,-1,http://aheadteam.com/salawe/246df2bfd4b9e94ecb042b858035a135/...,1
1021,27,4,0,0,1,0,16,4,0,0,5,3.25,0,0,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://plato.la.asu.edu/guide.html,0
1023,55,4,0,0,28,5,24,2,5,0,20,11.5,5,4.4,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://evergreencorporation.org/image/done/auth/view/share/...,1
1024,19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.iranpolicy.org/,0
1025,16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,227,25,35,-1,http://www.melitta.com/,0
1026,49,6,0,0,25,2,21,3,2,0,13,6.333333333,15,11,0,3,3,0,0,0,0,0,4,32,48,-1,http://www.nukeusergroup.org/huoxiaodong.org/newdocs/...,1
1028,20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,75,9,118,98847,http://www.thebubblery.com/,0
1029,29,3,0,0,1,0,17,3,0,0,10,5,0,0,0,11,1,0,0,0,0,0,-1,6,-1,-1,http://www.studiosoft.it/Jewelry.htm,0
1030,66,5,0,0,42,3,11,3,3,0,5,3,32,12.66666667,0,0,0,0,13,2,3,0,-1,-1,-1,-1,http://sla9f.co.vu/fg6sb6d605e453a071eb3760d28f52dc/fcba/en/?i=206&amp...,1
1031,66,5,0,0,9,1,27,3,1,0,20,8.333333333,7,7,0,30,3,0,0,0,0,0,70,2,313,-1,http://gz.airplanepilotlessons.com/SUCCESS/827ae2814503c1496114ca164bb...,1
1032,30,3,0,0,14,3,16,4,3,0,4,3.25,8,3.333333333,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.math.umn.edu/~garrett/m/v/,0
1033,21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,169,11,50,95828,http://www.fatcatscones.com/,0
1034,21,1,0,0,1,0,20,2,0,0,16,9.5,0,0,0,0,0,0,0,0,0,0,182,34,888,-1,http://hawaiianbathbody.com/,0
1035,27,2,0,0,11,1,16,3,1,0,8,4.666666667,9,9,0,0,0,0,0,0,0,0,3,9,3,0,http://www.fasonery.net/machine17/,1
1038,38,4,0,0,9,1,18,4,1,0,7,3.75,7,7,0,11,1,0,0,0,0,0,-1,-1,-1,-1,http://s2ie.unsyiah.ac.id/ourtime/ourtime.htm,1
1039,25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,135,9,881,-1,http://www.databaseolympics.com/,0
1040,38,3,0,0,12,3,26,4,3,0,15,5.75,3,2.666666667,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.hungariancentre.org.au/oim/mgs/es/,1
1041,43,5,0,0,18,2,13,2,2,0,9,6,11,7.5,0,12,4,0,0,0,0,0,9,3,225,4218,http://muzikkoyu.net/dropbox2016/Home/index.php...,1
1042,24,2,0,0,7,1,17,3,1,0,9,5,5,5,0,0,0,0,0,0,0,0,211,5,1660,-1,http://www.ghfordtea.com/store/,0
1043,34,3,0,1,1,0,33,4,0,0,16,7.5,0,0,0,0,0,0,0,0,0,0,192,11,46,94043,http://www.softpower-madhur.blogspot.com/,0
1044,66,6,1,0,4,1,16,3,1,0,8,4.666666667,2,2,0,12,1,0,0,0,0,0,2,10,70,-1,http://www.witiyeme.com/tr/confirm.html??cmd=step2&amp;Dispatch=rt6918...,1
1045,19,2,0,1,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,205,11,15,-1,http://www.iacm-india.com/,0
1046,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.landrover.com/,0
1048,34,4,0,0,1,0,33,5,0,0,13,5.8,0,0,0,0,0,0,0,0,0,0,134,10,433,-1,http://www.liverpool.vitalfootball.co.uk/,0
1049,36,4,0,0,8,1,19,4,1,0,8,4,6,6,0,9,1,0,0,0,0,0,-1,-1,-1,-1,http://122.175.46.128:8081/iTunes/index.php,1
1050,26,2,0,0,7,1,19,3,1,0,11,5.666666667,5,5,0,0,0,0,0,0,0,0,183,105,450,921501610,http://www.leekillough.com/heaps/,0
1051,50,5,0,0,13,2,18,2,2,0,14,8.5,8,5,0,19,4,0,0,0,0,0,33,3,262,-1,http://theplantgrower.com/download/11/EnterYourPIN.htm...,1
1053,66,6,1,0,12,2,29,4,2,0,18,6.5,6,4.5,0,25,3,0,0,0,0,0,-1,-1,-1,-1,http://www.modafemininabrasil.com.br/can/update/8b6f9ca415170cbd159ddd...,1
1054,26,3,0,0,4,1,12,3,1,0,4,3.333333333,2,2,0,10,1,0,0,0,0,0,217,35,978,-1,http://www.quia.com/jg/65626.html,0
1055,41,3,0,0,21,3,13,3,3,0,5,3.666666667,6,5.666666667,0,7,1,0,0,0,0,0,257,7,487,-1,http://www.inwap.com/pdp10/hbaker/hakmem/cf.html,0
1056,66,5,0,5,0,0,66,2,0,0,31,30.5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://256163-deu-prob-angabe-nachweis.sicherheitssystem-hilfeservice....,1
1057,20,2,0,0,8,1,12,3,1,0,4,3.333333333,6,6,0,0,0,0,0,0,0,0,227,1,334,94404,http://www.devx.com/dbzone/,0
1058,14,2,0,0,1,0,13,3,0,0,6,3.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.perchs.dk/,0
1059,29,2,0,0,12,2,17,3,2,0,9,5,6,4.5,0,0,0,0,0,0,0,0,13,11,30,22290000,http://www.sospvidas.org/doc/Gdoccc/,1
1060,21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,136,8,138,-1,http://www.mumbaimirror.com/,0
1061,66,5,0,0,38,2,21,3,2,0,14,6.333333333,32,17.5,0,7,3,0,0,0,0,0,-1,-1,-1,-1,http://dutycosmeticos.com.br/www/c37d1338de9bd133e495eeb1c05d3e24/upda...,1
1062,21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,210,6,83,-1,http://www.eventtickets.net/,0
1063,19,3,0,0,1,0,18,4,0,0,7,3.75,0,0,0,0,0,0,0,0,0,0,-1,18,-1,382010,http://dst.gujarat.gov.in/,0
1064,57,5,0,0,11,1,11,2,1,0,8,5,9,9,0,35,4,0,0,0,0,0,-1,9,-1,-1,http://relaxbed.in/documents/vr1Up000wejhuweUSDYAH00MAIL.html...,1
1065,43,6,0,3,1,0,29,3,0,0,22,9,0,0,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://sefty-pages-israel-inc.esy.es/indexx.htm...,1
1066,27,4,0,0,1,0,26,5,0,0,8,4.4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://ercoftac.mech.surrey.ac.uk/,0
1068,11,1,0,0,1,0,10,2,0,0,6,4.5,0,0,0,0,0,0,0,0,0,0,113,91,829,-1,http://zhitea.com/,0
1069,28,3,0,1,1,0,20,3,0,0,11,6,0,0,0,7,1,0,0,0,0,0,104,16,37,-1,http://canada-coba.890m.com/log.php,1
1070,47,8,0,0,20,2,14,3,2,0,8,4,10,8.5,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://mailveri.pe.hu/outlook/owa.nhh.no/index.html...,1
1071,32,2,0,0,1,0,31,3,0,0,23,9.666666667,0,0,0,0,0,0,0,0,0,0,115,17,487,-1,http://www.seniorsguidetocomputers.com/,0
1072,26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,174,6,207,75015,http://www.compagniedudisque.com/,0
1073,50,6,0,2,1,0,37,3,0,0,27,11.66666667,0,0,0,12,4,0,0,0,0,0,35,1,347,-1,http://veritycation-promot-valider.fulba.com/index.htm...,1
1074,19,2,0,1,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,212,4,147,49024,http://www.impact-tqr.com/,0
1075,15,3,0,0,1,0,14,4,0,0,4,2.75,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.biab.ac.uk/,0
1076,66,6,0,0,16,2,25,3,2,0,17,7.666666667,8,6.5,0,9,1,0,16,1,10,0,35,1,346,-1,http://www.embroidery2design.com/fonts/bookmark/index.php?rand=13inbox...,1
1077,22,2,0,1,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,184,5,1371,-1,http://www.e-bestresumes.com/,0
1078,28,2,0,0,1,0,27,3,0,0,19,8.333333333,0,0,0,0,0,0,0,0,0,0,200,28,578,110037,http://www.cartoonnetworkindia.com/,0
1079,15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,205,35,1755,-1,http://www.upeace.org/,0
1080,45,3,0,0,7,1,18,3,1,0,10,5.333333333,5,5,0,7,1,0,13,1,4,1,212,4,248,145,http://www.soccerbase.com/teams/team.sd?team_id=1563,0
1081,66,5,1,0,23,2,8,2,2,0,5,3.5,10,10,0,9,1,0,26,1,23,3,18,6,-1,-1,http://camec.ru/wp-content/googledocs/login.php?l=_JeHFUq_VJOXJoGYDw_O...,1
1082,29,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,0,0,0,0,0,0,0,154,18,0,142162687,http://www.seattlegourmetcoffee.com/,0
1083,48,5,0,0,11,1,23,3,1,0,16,7,9,9,0,14,3,0,0,0,0,0,-1,-1,-1,-1,http://amadeireirasilva.com.br/homepravc/pbbw8k9a8w9...,1
1084,15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,217,11,375,0,http://www.jobsdb.com/,0
1085,43,5,0,0,17,2,14,2,2,0,10,6.5,7,7,0,12,4,0,0,0,0,0,17,7,172,-1,http://xpressbuzz.com/uploads/alibaba/index.php...,1
1086,33,3,0,0,14,2,10,3,2,0,3,2.666666667,9,5.5,0,9,1,0,0,0,0,0,-1,-1,-1,-1,http://lv2.com.br/ml/filewords/index.php,1
1087,66,5,0,0,18,2,23,3,2,0,12,7,11,7.5,0,25,3,0,0,0,0,0,6,6,127,91111,http://iw4510.freehostgate.net/MaPe8-DoXV4/2016/f78382f3060f02b5acc285...,1
1088,66,6,1,0,17,3,16,2,3,0,12,7.5,10,4.333333333,0,16,1,0,17,1,0,0,124,8,486,-1,http://alliance2121.com/DB/3/btinternet/genericlogin.php?genericlogin....,1
1090,66,7,0,0,16,2,10,2,2,0,6,4.5,8,6.5,0,9,1,0,26,1,0,0,76,8,489,12345,http://khsosi.com/nawaf/bookmark/index.php?.randu0013inboxlight.aspx?n...,1
1091,16,2,0,1,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,168,12,99,-1,http://www.nine-9s.com/,0
1092,29,2,1,0,7,1,13,2,1,0,10,6,5,5,0,9,1,0,0,0,0,0,-1,6,-1,-1,http://topschools.hk/Zone1/login.htm,1
1093,56,7,1,0,30,3,14,4,3,1,3,2.75,12,8.666666667,0,12,4,0,0,0,0,0,-1,-1,-1,-1,http://73.183.216.134/verification/paypal/security/login.php...,1
1094,66,5,0,1,34,3,14,3,3,0,6,4,11,10,0,18,3,2,0,0,0,0,36,0,369,0,http://www.pc-ips.com/components/com_users/controllers/assure_somtc=tr...,1
1095,44,5,0,0,20,2,21,3,2,0,14,6.333333333,10,8.5,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://homelarimoveis.com.br/escrlturas/boxdrop/...,1
1096,61,5,0,0,17,2,31,2,2,0,28,15,7,7,0,13,4,0,0,0,0,0,59,1,325,-1,http://advanceacademyestheticmededu.us/dropbox/Dropbox/index.html...,1
1098,39,4,0,0,1,0,38,5,0,0,14,6.8,0,0,0,0,0,0,0,0,0,0,134,10,433,-1,http://www.manchestercity.vitalfootball.co.uk/,0
1099,17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,226,2,322,105,http://www.twinings.com/,0
1100,66,5,1,1,31,3,15,2,3,0,11,7,11,9,0,9,1,0,11,1,0,0,3,9,82,0,http://ppl-service.com/supp-secure/signin/33M8D17DA2/login.php?country...,1
1101,45,7,0,0,15,2,17,3,2,0,9,5,8,6,0,13,4,0,0,0,0,0,16,8,129,-1,http://www.conexeduc.com/.refresh/page/step1.html...,1
1102,35,2,0,0,11,1,24,3,1,0,16,7.333333333,9,9,0,0,0,0,0,0,0,0,154,2,311,-1,http://www.terrainformatica.com/htmlayout/,0
1103,66,5,0,0,11,2,25,3,2,0,11,7.666666667,4,4,0,30,3,0,0,0,0,0,30,6,383,39,http://www.bookkeepers.directory/mama/mama/0af42c585cba168c6ca0b084034...,1
1104,38,1,0,0,21,3,17,2,3,0,13,8,6,5.666666667,0,0,0,0,0,0,0,0,43,5,216,-1,http://jakelowephoto.com/levrai/levrai/proni/,1
1106,66,5,0,1,34,3,14,3,3,0,6,4,11,10,0,18,3,2,0,0,0,0,36,0,369,0,http://www.pc-ips.com/components/com_users/controllers/assure_somtc=tr...,1
1107,66,8,0,0,8,1,21,3,1,0,13,6.333333333,6,6,0,9,1,0,24,1,17,0,20,4,223,-1,http://www.overlapsistem.com/online/index.php?.rand=13inboxlight.aspx?...,1
1108,22,2,0,0,5,1,17,3,1,0,9,5,3,3,0,0,0,0,0,0,0,0,35,1,60,-1,http://www.karejones.com/Doc/,1
1111,50,3,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,9,1,0,12,1,2,0,146,8,75,10124,http://www.alessandragraziottin.com/index.php?langCode=en,0
1112,66,5,1,1,36,7,23,2,7,0,19,11,7,4,0,7,3,0,0,0,0,0,3,9,85,-1,http://mabanque-bnpparibas.net/~ameli/login/amli.fr/free/sm/oo/ve/Port...,1
1113,27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,177,3,1444,38016,http://www.interstatebarbecue.com/,0
1114,16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,214,14,410,-1,http://www.calerga.com/,0
1115,37,2,0,0,18,2,19,3,2,0,11,5.666666667,10,7.5,0,0,0,0,0,0,0,0,30,18,165,-1,http://www.spiumatrice.com/feeds/formulario/,1
1116,27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,208,20,184,-1,http://www.westwardindustries.com/,0
1118,38,3,1,0,7,1,21,3,1,0,12,6.333333333,5,5,0,10,1,0,0,0,0,0,3,9,29,85260,http://www.filedropjpeg.info/wells/verify.php,1
1119,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,135,57,123,-1,http://www.ambershopping.com/,0
1120,39,3,0,0,24,2,15,4,2,0,4,3,16,10.5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.cs.pitt.edu/~kirk/algorithmcourses/,0
1121,23,2,0,0,1,0,22,3,0,0,11,6.666666667,0,0,0,0,0,0,0,0,0,0,262,1,269,-1,http://aktualizace.tripod.com/,1
1123,66,5,0,0,31,2,28,3,2,0,21,8.666666667,19,14,0,7,3,0,0,0,0,0,-1,-1,-1,44263,http://www.lichtundliebeistleben.de/templates/Neues%20Verzeichnis/Impo...,1
1124,17,2,0,0,1,0,16,3,0,0,9,4.666666667,0,0,0,0,0,0,0,0,0,0,-1,11,-1,600041,http://www.sundirect.in/,0
1125,29,1,0,0,8,2,14,2,2,0,10,6.5,3,2.5,0,7,0,0,0,0,0,0,4,7,75,-1,http://hacticdocs.org/sz/fox/dropbox,1
1126,38,3,0,1,1,0,28,3,0,0,17,8.666666667,0,0,0,9,1,0,0,0,0,0,262,1,269,-1,http://classic-radionics.tripod.com/index.htm,0
1127,15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,127,29,373,-1,http://www.geelix.com/,0
1128,53,7,1,0,6,1,33,4,1,0,22,7.5,4,4,0,14,4,0,0,0,0,0,-1,-1,-1,-1,http://www.silveirapiresadvogados.com.br/test/confirm.php...,1
1129,61,5,0,0,12,1,14,3,1,0,7,4,10,10,0,35,3,0,0,0,0,0,-1,-1,-1,-1,http://www.novamed.mk/wp-content/2a2fdf49ddb2f2b5fc4e7ffe9b92fd21...,1
1130,66,5,1,0,25,3,25,3,3,0,14,7.666666667,14,7,0,16,3,1,0,0,0,0,98,10,64,110001,http://server.amitairtravels.com/~doctorbladeco/js/apple/update_accoun...,1
1131,20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,254,70,541,350,http://www.astonmartin.com/,0
1132,61,8,1,1,17,3,31,5,3,0,10,5.4,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://secure.square.login-rcey.usa.cc/account/app/svc/login.html...,1
1133,66,5,0,0,43,5,20,3,5,0,12,6,13,7.4,0,3,3,0,0,0,0,0,13,11,17,-1,http://www.cinqpapilles.com/fidj/sds/usaa_com/inetlogon/servelet_usaa/...,1
1134,38,2,0,0,7,2,15,2,2,0,12,7,2,2,0,16,1,0,0,0,0,0,54,6,-1,-1,http://thewebpeople.sg/wr/cd/verification.php,1
1135,32,2,0,1,1,0,19,2,0,0,15,9,0,0,0,12,1,0,0,0,0,0,10,2,296,-1,http://constructodo-jv.com/usaaweb2.php,1
1136,20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,224,4,171,-1,http://www.djnewswires.com/,0
1137,19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,112,8,373,-1,http://www.doingthe92.com/,0
1138,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,191,13,131,19801,http://www.jpmorganchase.com/,0
1139,22,3,0,0,1,0,21,4,0,0,11,4.5,0,0,0,0,0,0,0,0,0,0,127,17,218,-1,http://www.manutdfcweb.co.uk/,0
1140,15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,251,1,338,98083,http://www.ncstrl.org/,0
1143,66,4,0,0,12,3,23,2,3,0,19,11,3,2.666666667,0,31,3,1,0,0,0,0,26,10,46,700013,http://dankunimunicipality.com/web/us/log/USAA%20_%20Welcome%20to%20US...,1
1144,47,6,0,0,13,2,31,4,2,0,20,7,6,5,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.evangelistaadvogados.com.br/deiswe/dpbx/...,1
1145,25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,218,10,25,-1,http://www.tradewindscoffee.com/,0
1147,24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,220,8,114,14,http://www.intercollection.com/,0
1148,19,2,0,1,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,234,6,202,-1,http://www.isca-louis.com/,0
1149,42,6,0,2,1,0,28,3,0,0,21,8.666666667,0,0,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://sefti-pegas-malta2016.esy.es/indexx.htm...,1
1150,29,3,1,0,1,0,16,3,0,0,10,4.666666667,0,0,0,12,1,0,0,0,0,0,-1,-1,-1,-1,http://home879315.at.ua/confirm.html,1
1151,20,3,0,0,1,0,19,4,0,0,8,4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.sunworld.com.tw/,0
1152,34,3,0,0,6,1,20,3,1,0,12,6,4,4,0,8,1,0,0,0,0,0,180,12,5,-1,http://www.abcofcricket.com/cfb1/cfb1.htm,0
1154,66,5,1,0,17,2,10,2,2,0,7,4.5,10,7,0,9,1,0,30,2,12,1,52,8,1511,-1,http://aurator.pl/wp-include/home/login.php?cmd=login_submit&id=cd77c8...,1
1155,55,4,0,0,20,2,16,4,2,0,6,3.25,9,8.5,0,19,1,1,0,0,0,0,-1,-1,-1,-1,http://cgm.cs.mcgill.ca/~godfried/teaching/algorithms-web.html,0
1156,27,5,0,0,1,0,26,6,0,0,6,3.5,0,0,0,0,0,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.imxzl.usa.cc/,1
1157,24,2,0,0,1,0,13,2,0,0,9,6,0,0,0,10,1,0,0,0,0,0,37,11,972,92821,http://handasapc.com/htd15.html,1
1158,30,4,0,0,8,1,15,4,1,0,4,3,6,6,0,7,1,0,0,0,0,0,-1,-1,-1,-1,http://math.nju.edu.cn/~zwsun/csz.htm,0
1159,37,4,0,0,7,1,17,4,1,0,5,3.5,5,5,0,13,1,0,0,0,0,0,-1,-1,-1,-1,http://www.broad.mit.edu/tools/software.html,0
1160,26,2,0,0,10,1,16,3,1,0,8,4.666666667,8,8,0,0,0,0,0,0,0,0,230,10,52,-1,http://www.funbrain.com/football/,0
1161,19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,196,44,508,110005,http://www.sarkaritel.com/,0
1162,37,3,0,0,1,0,36,4,0,0,16,8.25,0,0,0,0,0,0,0,0,0,0,134,10,433,-1,http://manchesterunited.vitalfootball.co.uk/,0
1163,61,6,0,0,36,5,13,2,5,0,9,6,12,6,0,12,4,0,0,0,0,0,32,4,249,-1,http://parastasi.com/realest/file/files/db/file.dropbox/index.php...,1
1164,65,5,0,0,25,3,23,3,3,0,9,7,9,7,0,17,3,0,0,0,0,0,166,98,395,77092,https://gator4236.hostgator.com/~mobilemo/postaleID/cmd/55e630d4b60afb...,1
